Mod:Item:MetaData, Localized Name
biomesoplenty:blue_fire:0, 蓝火
biomesoplenty:bamboo_thatching:0, 竹块
biomesoplenty:mud_brick_block:0, 泥砖
biomesoplenty:mud_brick_stairs:0, 泥砖楼梯
biomesoplenty:other_slab:0, 泥砖台阶
biomesoplenty:other_slab:1, 白砂岩台阶
biomesoplenty:log_0:4, 神圣橡树原木
biomesoplenty:log_0:5, 樱花树原木
biomesoplenty:log_0:6, 暗影木原木
biomesoplenty:log_0:7, 杉树原木
biomesoplenty:log_1:4, 天域树原木
biomesoplenty:log_1:5, 魔法树原木
biomesoplenty:log_1:6, 红树原木
biomesoplenty:log_1:7, 棕榈树原木
biomesoplenty:log_2:4, 红木原木
biomesoplenty:log_2:5, 柳树原木
biomesoplenty:log_2:6, 松树原木
biomesoplenty:log_2:7, 地狱皮树原木
biomesoplenty:log_3:4, 蓝花楹树原木
biomesoplenty:log_3:5, 桃花心树原木
biomesoplenty:log_3:6, 檀木原木
biomesoplenty:log_3:7, 桉树原木
biomesoplenty:log_4:4, 巨大花茎
biomesoplenty:log_4:5, 垂死树原木
biomesoplenty:leaves_0:8, 黄秋叶
biomesoplenty:leaves_0:9, 橙秋叶
biomesoplenty:leaves_0:10, 竹叶
biomesoplenty:leaves_0:11, 魔法树树叶
biomesoplenty:leaves_1:8, 暗影树叶
biomesoplenty:leaves_1:9, 垂死树树叶
biomesoplenty:leaves_1:10, 杉树树叶
biomesoplenty:leaves_1:11, 天域树树叶
biomesoplenty:leaves_2:8, 原始树叶
biomesoplenty:leaves_2:9, 粉色樱花树树叶
biomesoplenty:leaves_2:10, 白色樱花树树叶
biomesoplenty:leaves_2:11, 枫树树叶
biomesoplenty:leaves_3:8, 地狱皮树树叶
biomesoplenty:leaves_3:9, 花橡树叶
biomesoplenty:leaves_3:10, 蓝花楹树树叶
biomesoplenty:leaves_3:11, 神圣橡树树叶
biomesoplenty:leaves_4:8, 红树树叶
biomesoplenty:leaves_4:9, 棕榈树树叶
biomesoplenty:leaves_4:10, 红木树叶
biomesoplenty:leaves_4:11, 柳树树叶
biomesoplenty:leaves_5:8, 松树树叶
biomesoplenty:leaves_5:9, 桃花心树树叶
biomesoplenty:leaves_5:10, 檀木树叶
biomesoplenty:leaves_5:11, 桉树树叶
biomesoplenty:leaves_6:8, 巨型红色花瓣
biomesoplenty:leaves_6:9, 巨型黄色花瓣
biomesoplenty:planks_0:0, 神圣橡树木板
biomesoplenty:planks_0:1, 樱花树木板
biomesoplenty:planks_0:2, 暗影木板
biomesoplenty:planks_0:3, 杉树木板
biomesoplenty:planks_0:4, 天域树木板
biomesoplenty:planks_0:5, 魔法树木板
biomesoplenty:planks_0:6, 红树木板
biomesoplenty:planks_0:7, 棕榈树木板
biomesoplenty:planks_0:8, 红木木板
biomesoplenty:planks_0:9, 柳树木板
biomesoplenty:planks_0:10, 松树木板
biomesoplenty:planks_0:11, 地狱皮树木板
biomesoplenty:planks_0:12, 蓝花楹树木板
biomesoplenty:planks_0:13, 桃花心树木板
biomesoplenty:planks_0:14, 檀木木板
biomesoplenty:planks_0:15, 桉树木板
biomesoplenty:sacred_oak_stairs:0, 神圣橡木楼梯
biomesoplenty:cherry_stairs:0, 樱花树原木楼梯
biomesoplenty:umbran_stairs:0, 暗影木楼梯
biomesoplenty:fir_stairs:0, 杉树楼梯
biomesoplenty:ethereal_stairs:0, 天域树楼梯
biomesoplenty:magic_stairs:0, 魔法树楼梯
biomesoplenty:mangrove_stairs:0, 红树楼梯
biomesoplenty:palm_stairs:0, 古树楼梯
biomesoplenty:redwood_stairs:0, 红木楼梯
biomesoplenty:willow_stairs:0, 垂枝树楼梯
biomesoplenty:pine_stairs:0, 雾朦松木楼梯
biomesoplenty:hellbark_stairs:0, 地狱皮树楼梯
biomesoplenty:jacaranda_stairs:0, 蓝花楹树原木楼梯
biomesoplenty:mahogany_stairs:0, 桃花心树楼梯
biomesoplenty:ebony_stairs:0, 檀木楼梯
biomesoplenty:eucalyptus_stairs:0, 桉树楼梯
biomesoplenty:wood_slab_0:0, 神圣橡树台阶
biomesoplenty:wood_slab_0:1, 樱花树原木台阶
biomesoplenty:wood_slab_0:2, 暗影木台阶
biomesoplenty:wood_slab_0:3, 杉树台阶
biomesoplenty:wood_slab_0:4, 天域树台阶
biomesoplenty:wood_slab_0:5, 魔法树台阶
biomesoplenty:wood_slab_0:6, 红树台阶
biomesoplenty:wood_slab_0:7, 棕榈树台阶
biomesoplenty:wood_slab_1:0, 红木台阶
biomesoplenty:wood_slab_1:1, 柳树台阶
biomesoplenty:wood_slab_1:2, 松树台阶
biomesoplenty:wood_slab_1:3, 地狱皮树台阶
biomesoplenty:wood_slab_1:4, 蓝花楹树原木台阶
biomesoplenty:wood_slab_1:5, 桃花心树台阶
biomesoplenty:wood_slab_1:6, 檀木台阶
biomesoplenty:wood_slab_1:7, 桉树台阶
biomesoplenty:sacred_oak_fence:0, 神圣橡树栅栏
biomesoplenty:cherry_fence:0, 樱花树栅栏
biomesoplenty:umbran_fence:0, 暗影木栅栏
biomesoplenty:fir_fence:0, 杉树栅栏
biomesoplenty:ethereal_fence:0, 天域树栅栏
biomesoplenty:magic_fence:0, 魔法树栅栏
biomesoplenty:mangrove_fence:0, 红树栅栏
biomesoplenty:palm_fence:0, 古树栅栏
biomesoplenty:redwood_fence:0, 红木栅栏
biomesoplenty:willow_fence:0, 柳树栅栏
biomesoplenty:pine_fence:0, 松树栅栏
biomesoplenty:hellbark_fence:0, 地狱皮树栅栏
biomesoplenty:jacaranda_fence:0, 蓝花楹树栅栏
biomesoplenty:mahogany_fence:0, 桃花心树栅栏
biomesoplenty:ebony_fence:0, 檀木栅栏
biomesoplenty:eucalyptus_fence:0, 桉树栅栏
biomesoplenty:sacred_oak_fence_gate:0, 神圣橡树栅栏门
biomesoplenty:cherry_fence_gate:0, 樱花树栅栏门
biomesoplenty:umbran_fence_gate:0, 暗影木栅栏门
biomesoplenty:fir_fence_gate:0, 杉树栅栏门
biomesoplenty:ethereal_fence_gate:0, 天域树栅栏门
biomesoplenty:magic_fence_gate:0, 魔法树栅栏门
biomesoplenty:mangrove_fence_gate:0, 红树栅栏门
biomesoplenty:palm_fence_gate:0, 古树栅栏门
biomesoplenty:redwood_fence_gate:0, 红木栅栏门
biomesoplenty:willow_fence_gate:0, 柳树栅栏门
biomesoplenty:pine_fence_gate:0, 松树栅栏门
biomesoplenty:hellbark_fence_gate:0, 地狱皮树栅栏门
biomesoplenty:jacaranda_fence_gate:0, 蓝花楹树栅栏门
biomesoplenty:mahogany_fence_gate:0, 桃花心树栅栏门
biomesoplenty:ebony_fence_gate:0, 檀木栅栏门
biomesoplenty:eucalyptus_fence_gate:0, 桉树栅栏门
biomesoplenty:sacred_oak_door, 神圣橡木门
biomesoplenty:cherry_door, 樱花树门
biomesoplenty:umbran_door, 暗影木门
biomesoplenty:fir_door, 杉树门
biomesoplenty:ethereal_door, 天域树门
biomesoplenty:magic_door, 魔法树门
biomesoplenty:mangrove_door, 红树门
biomesoplenty:palm_door, 棕榈树门
biomesoplenty:redwood_door, 红木门
biomesoplenty:willow_door, 杨柳木门
biomesoplenty:pine_door, 松木门
biomesoplenty:hellbark_door, 地狱皮树门
biomesoplenty:jacaranda_door, 蓝花楹门
biomesoplenty:mahogany_door, 桃花心木门
biomesoplenty:ebony_door, 檀木门
biomesoplenty:eucalyptus_door, 桉树门
biomesoplenty:coral:0, 粉珊瑚
biomesoplenty:coral:1, 橙珊瑚
biomesoplenty:coral:2, 蓝珊瑚
biomesoplenty:coral:3, 夜光珊瑚
biomesoplenty:coral:4, 海藻
biomesoplenty:seaweed:0, 海带
biomesoplenty:waterlily:0, 中型睡莲
biomesoplenty:waterlily:1, 小型睡莲
biomesoplenty:waterlily:2, 微型睡莲
biomesoplenty:waterlily:3, 睡莲花
biomesoplenty:bamboo:0, 竹子
biomesoplenty:sapling_0:0, 黄秋树苗
biomesoplenty:sapling_0:1, 橙秋树苗
biomesoplenty:sapling_0:2, 竹笋
biomesoplenty:sapling_0:3, 魔法树树苗
biomesoplenty:sapling_0:4, 暗影树树苗
biomesoplenty:sapling_0:5, 垂死树树苗
biomesoplenty:sapling_0:6, 杉树树苗
biomesoplenty:sapling_0:7, 天域树树苗
biomesoplenty:sapling_1:0, 原始树苗
biomesoplenty:sapling_1:1, 粉色樱花树树苗
biomesoplenty:sapling_1:2, 白色樱花树树苗
biomesoplenty:sapling_1:3, 枫树树苗
biomesoplenty:sapling_1:4, 地狱皮树树苗
biomesoplenty:sapling_1:5, 花橡树苗
biomesoplenty:sapling_1:6, 蓝花楹树树苗
biomesoplenty:sapling_1:7, 神圣橡树树苗
biomesoplenty:sapling_2:0, 红树树苗
biomesoplenty:sapling_2:1, 棕榈树树苗
biomesoplenty:sapling_2:2, 红木树苗
biomesoplenty:sapling_2:3, 柳树树苗
biomesoplenty:sapling_2:4, 松树树苗
biomesoplenty:sapling_2:5, 桃花心树树苗
biomesoplenty:sapling_2:6, 檀木树苗
biomesoplenty:sapling_2:7, 桉树树苗
biomesoplenty:plant_0:0, 低草丛
biomesoplenty:plant_0:1, 中草丛
biomesoplenty:plant_0:2, 灌木丛
biomesoplenty:plant_0:3, 芽
biomesoplenty:plant_0:4, 毒常春藤
biomesoplenty:plant_0:5, 浆果灌木
biomesoplenty:plant_0:6, 灌木
biomesoplenty:plant_0:7, 麦草
biomesoplenty:plant_0:8, 湿草
biomesoplenty:plant_0:9, 银蕨
biomesoplenty:plant_0:10, 三叶草
biomesoplenty:plant_0:11, 落叶堆
biomesoplenty:plant_0:12, 枯叶堆
biomesoplenty:plant_0:13, 枯草
biomesoplenty:plant_0:14, 沙漠草
biomesoplenty:plant_0:15, 沙漠芽
biomesoplenty:plant_1:0, 沙丘草
biomesoplenty:plant_1:1, 光谱蕨
biomesoplenty:plant_1:2, 荆棘丛
biomesoplenty:plant_1:3, 野生稻
biomesoplenty:plant_1:4, 香蒲
biomesoplenty:plant_1:5, 江藤
biomesoplenty:plant_1:6, 仙人球
biomesoplenty:plant_1:7, 恶魔草
biomesoplenty:plant_1:8, 芦苇
biomesoplenty:plant_1:9, 根
biomesoplenty:plant_1:10, 大王花
biomesoplenty:plant_1:11, 麦
biomesoplenty:double_plant:0, 亚麻
biomesoplenty:double_plant:1, 香蒲
biomesoplenty:double_plant:2, 眼灯草
biomesoplenty:double_plant:3, 海燕麦
biomesoplenty:mushroom:0, 毒菌
biomesoplenty:mushroom:1, 双孢蘑菇
biomesoplenty:mushroom:2, 蓝牛奶伞菌
biomesoplenty:mushroom:3, 夜光菇
biomesoplenty:mushroom:4, 平菇
biomesoplenty:mushroom:5, 影菇
biomesoplenty:bramble_plant:0, 荆棘
biomesoplenty:flower_0:0, 苜蓿
biomesoplenty:flower_0:1, 沼泽花
biomesoplenty:flower_0:2, 死亡花
biomesoplenty:flower_0:3, 夜光花
biomesoplenty:flower_0:4, 蓝绣球花
biomesoplenty:flower_0:5, 橙色波斯菊
biomesoplenty:flower_0:6, 粉水仙
biomesoplenty:flower_0:7, 野花
biomesoplenty:flower_0:8, 紫罗兰
biomesoplenty:flower_0:9, 白银莲花
biomesoplenty:flower_0:10, 末影莲花
biomesoplenty:flower_0:11, 凤梨花
biomesoplenty:flower_0:12, 枯萎的百合
biomesoplenty:flower_0:13, 粉木槿
biomesoplenty:flower_0:14, 铃兰
biomesoplenty:flower_0:15, 火焰花
biomesoplenty:flower_1:0, 熏衣草
biomesoplenty:flower_1:1, 秋麒麟草
biomesoplenty:flower_1:2, 蓝铃花
biomesoplenty:flower_1:3, 乐矿花
biomesoplenty:flower_1:4, 霜鸢尾
biomesoplenty:flower_1:5, 玫瑰
biomesoplenty:flower_vine:0, 开花的葡萄藤
biomesoplenty:ivy:0, 常春藤
biomesoplenty:tree_moss:0, 树苔
biomesoplenty:willow_vine:0, 柳树藤
biomesoplenty:terrarium:0, 蕨类培养罐
biomesoplenty:terrarium:1, 蘑菇培养罐
biomesoplenty:terrarium:2, 仙人球培养罐
biomesoplenty:terrarium:3, 亚麻培养罐
biomesoplenty:terrarium:4, 粉水仙培养罐
biomesoplenty:terrarium:5, 银蕨培养罐
biomesoplenty:terrarium:6, 竹子培养罐
biomesoplenty:terrarium:7, 海燕麦培养罐
biomesoplenty:terrarium:8, 夜光菇培养罐
biomesoplenty:terrarium:9, 死亡培养罐
biomesoplenty:terrarium:10, 夜光花培养罐
biomesoplenty:terrarium:11, 死亡花培养罐
biomesoplenty:terrarium:12, 荒芜培养罐
biomesoplenty:terrarium:13, 原始培养罐
biomesoplenty:terrarium:14, 地狱培养罐
biomesoplenty:terrarium:15, 末地培养罐
biomesoplenty:jar_filled:0, 蜂蜜罐
biomesoplenty:jar_filled:1, 蓝火罐
biomesoplenty:jar_empty, 空罐
biomesoplenty:boat_sacred_oak, 神圣橡木船
biomesoplenty:boat_cherry, 樱花木船
biomesoplenty:boat_umbran, 暗影木船
biomesoplenty:boat_fir, 杉木船
biomesoplenty:boat_ethereal, 天域木船
biomesoplenty:boat_magic, 魔法木船
biomesoplenty:boat_mangrove, 红树木船
biomesoplenty:boat_palm, 棕榈木船
biomesoplenty:boat_redwood, 红木船
biomesoplenty:boat_willow, 柳木船
biomesoplenty:boat_pine, 松木船
biomesoplenty:boat_hellbark, 地狱皮木船
biomesoplenty:boat_jacaranda, 蓝花楹木船
biomesoplenty:boat_mahogany, 桃花心木船
biomesoplenty:boat_ebony, 檀木船
biomesoplenty:boat_eucalyptus, 桉木船
biomesoplenty:biome_finder, 生物群系雷达
biomesoplenty:flower_basket, 花篮
biomesoplenty:record_wanderer, 音乐唱片
biomesoplenty:mudball, 泥巴球
biomesoplenty:mud_brick, 泥砖
biomesoplenty:ash, 灰烬
biomesoplenty:fleshchunk, 肉
biomesoplenty:gem:0, 紫水晶
biomesoplenty:gem:1, 红宝石
biomesoplenty:gem:2, 橄榄石
biomesoplenty:gem:3, 黄玉
biomesoplenty:gem:4, 坦桑石
biomesoplenty:gem:5, 孔雀石
biomesoplenty:gem:6, 蓝宝石
biomesoplenty:gem:7, 琥珀
biomesoplenty:terrestrial_artifact, 天地宝晶
biomesoplenty:crystal_shard, 仙域水晶碎片
biomesoplenty:biome_essence, 生物群系精华
biomesoplenty:berries, 浆果
biomesoplenty:pear, 梨
biomesoplenty:peach, 桃子
biomesoplenty:persimmon, 柿子
biomesoplenty:honeycomb, 空蜂窝
biomesoplenty:filled_honeycomb, 充满的蜂窝
biomesoplenty:shroompowder, 蘑菇粉
biomesoplenty:ricebowl, 米饭
biomesoplenty:blue_dye, 蓝色染料
biomesoplenty:brown_dye, 棕色染料
biomesoplenty:green_dye, 绿色染料
biomesoplenty:white_dye, 白色染料
biomesoplenty:black_dye, 黑色染料
biomesoplenty:earth, BOP图标
animania:entity_egg_mare_draft, item.animania_entity_egg_mare_draft.name
animania:entity_egg_stallion_draft, item.animania_entity_egg_stallion_draft.name
animania:entity_egg_foal_draft, item.animania_entity_egg_foal_draft.name
animania:entity_egg_hamster, 仓鼠
animania:entity_egg_ferret_grey, 灰鼬
animania:entity_egg_ferret_white, 白貂
animania:entity_egg_hedgehog, 刺猬
animania:entity_egg_hedgehog_albino, 白化刺猬
animania:entity_egg_piglet_yorkshire, 约克夏猪（小猪）
animania:entity_egg_sow_yorkshire, 约克夏猪（母猪）
animania:entity_egg_hog_yorkshire, 约克夏猪（公猪）
animania:entity_egg_piglet_old_spot, item.animania_entity_egg_piglet_old_spot.name
animania:entity_egg_sow_old_spot, item.animania_entity_egg_sow_old_spot.name
animania:entity_egg_hog_old_spot, item.animania_entity_egg_hog_old_spot.name
animania:entity_egg_piglet_large_black, item.animania_entity_egg_piglet_large_black.name
animania:entity_egg_sow_large_black, item.animania_entity_egg_sow_large_black.name
animania:entity_egg_hog_large_black, item.animania_entity_egg_hog_large_black.name
animania:entity_egg_piglet_large_white, item.animania_entity_egg_piglet_large_white.name
animania:entity_egg_sow_large_white, item.animania_entity_egg_sow_large_white.name
animania:entity_egg_hog_large_white, item.animania_entity_egg_hog_large_white.name
animania:entity_egg_piglet_hampshire, 汉普夏猪（小猪）
animania:entity_egg_sow_hampshire, 汉普夏猪（母猪）
animania:entity_egg_hog_hampshire, 汉普夏猪（公猪）
animania:entity_egg_piglet_duroc, 杜洛克猪（小猪）
animania:entity_egg_sow_duroc, 杜洛克猪（母猪）
animania:entity_egg_hog_duroc, 杜洛克猪（公猪）
animania:entity_egg_chick_leghorn, 来亨鸡（小鸡）
animania:entity_egg_hen_leghorn, 来亨鸡（母鸡）
animania:entity_egg_rooster_leghorn, 来亨鸡（公鸡）
animania:entity_egg_chick_orpington, 奥品顿鸡（小鸡）
animania:entity_egg_hen_orpington, 奥品顿鸡（母鸡）
animania:entity_egg_rooster_orpington, 奥品顿鸡（公鸡）
animania:entity_egg_chick_plymouth_rock, item.animania_entity_egg_chick_plymouth_rock.name
animania:entity_egg_hen_plymouth_rock, item.animania_entity_egg_hen_plymouth_rock.name
animania:entity_egg_rooster_plymouth_rock, item.animania_entity_egg_rooster_plymouth_rock.name
animania:entity_egg_chick_rhode_island_red, item.animania_entity_egg_chick_rhode_island_red.name
animania:entity_egg_hen_rhode_island_red, item.animania_entity_egg_hen_rhode_island_red.name
animania:entity_egg_rooster_rhode_island_red, item.animania_entity_egg_rooster_rhode_island_red.name
animania:entity_egg_chick_wyandotte, 怀恩多特鸡（小鸡）
animania:entity_egg_hen_wyandotte, 怀恩多特鸡（母鸡）
animania:entity_egg_rooster_wyandotte, 怀恩多特鸡（公鸡）
animania:entity_egg_calf_angus, 安格斯牛（小牛）
animania:entity_egg_cow_angus, 安格斯牛（母牛）
animania:entity_egg_bull_angus, 安格斯牛（公牛）
animania:entity_egg_calf_friesian, 黑白花牛（小牛）
animania:entity_egg_cow_friesian, 黑白花牛（母牛）
animania:entity_egg_bull_friesian, 黑白花牛（公牛）
animania:entity_egg_calf_hereford, 海福特牛（小牛）
animania:entity_egg_cow_hereford, 海福特牛（母牛）
animania:entity_egg_bull_hereford, 海福特牛（公牛）
animania:entity_egg_calf_holstein, 荷斯坦牛（小牛）
animania:entity_egg_cow_holstein, 荷斯坦牛（母牛）
animania:entity_egg_bull_holstein, 荷斯坦牛（公牛）
animania:entity_egg_calf_longhorn, 长角牛（小牛）
animania:entity_egg_cow_longhorn, 长角牛（母牛）
animania:entity_egg_bull_longhorn, 长角牛（公牛）
animania:entity_egg_calf_highland, 高地牛（小牛）
animania:entity_egg_cow_highland, 高地牛（母牛）
animania:entity_egg_bull_highland, 高地牛（公牛）
animania:entity_egg_calf_jersey, 娟珊牛（小牛）
animania:entity_egg_cow_jersey, 娟珊牛（母牛）
animania:entity_egg_bull_jersey, 娟珊牛（公牛）
animania:entity_egg_calf_mooshroom, 哞菇牛（小牛）
animania:entity_egg_cow_mooshroom, 哞菇牛（母牛）
animania:entity_egg_bull_mooshroom, 哞菇牛（公牛）
animania:entity_egg_toad, 蟾蜍
animania:entity_egg_frog, 青蛙
animania:entity_egg_kid_alpine, 高山羊（小羊）
animania:entity_egg_buck_alpine, 高山羊（公羊）
animania:entity_egg_doe_alpine, 高山羊（母羊）
animania:entity_egg_kid_angora, 安哥拉山羊（小羊）
animania:entity_egg_buck_angora, 安哥拉山羊（公羊）
animania:entity_egg_doe_angora, 安哥拉山羊（母羊）
animania:entity_egg_kid_fainting, 昏晕山羊（小羊）
animania:entity_egg_buck_fainting, 昏晕山羊（公羊）
animania:entity_egg_doe_fainting, 昏晕山羊（母羊）
animania:entity_egg_kid_kiko, Kiko山羊（小羊）
animania:entity_egg_buck_kiko, Kiko山羊（公羊）
animania:entity_egg_doe_kiko, Kiko山羊（母羊）
animania:entity_egg_kid_kinder, Kinder山羊（小羊）
animania:entity_egg_buck_kinder, Kinder山羊（公羊）
animania:entity_egg_doe_kinder, Kinder山羊（母羊）
animania:entity_egg_kid_nigerian_dwarf, item.animania_entity_egg_kid_nigerian_dwarf.name
animania:entity_egg_buck_nigerian_dwarf, item.animania_entity_egg_buck_nigerian_dwarf.name
animania:entity_egg_doe_nigerian_dwarf, item.animania_entity_egg_doe_nigerian_dwarf.name
animania:entity_egg_kid_pygmy, 俾格米山羊（小羊）
animania:entity_egg_buck_pygmy, 俾格米山羊（公羊）
animania:entity_egg_doe_pygmy, 俾格米山羊（母羊）
animania:entity_egg_lamb_friesian, 黑白花羊（小羊）
animania:entity_egg_ewe_friesian, 黑白花羊（母羊）
animania:entity_egg_ram_friesian, 黑白花羊（公羊）
animania:entity_egg_lamb_suffolk, 萨福克羊（小羊）
animania:entity_egg_ewe_suffolk, 萨福克羊（母羊）
animania:entity_egg_ram_suffolk, 萨福克羊（公羊）
animania:entity_egg_lamb_dorper, 陶赛特羊（小羊）
animania:entity_egg_ewe_dorper, 陶赛特羊（母羊）
animania:entity_egg_ram_dorper, 陶赛特羊（公羊）
animania:entity_egg_lamb_dorset, 杜泊绵羊（小羊）
animania:entity_egg_ewe_dorset, 杜泊绵羊（母羊）
animania:entity_egg_ram_dorset, 杜泊绵羊（公羊）
animania:entity_egg_lamb_merino, 美利奴羊（小羊）
animania:entity_egg_ewe_merino, 美利奴羊（母羊）
animania:entity_egg_ram_merino, 美利奴羊（公羊）
animania:entity_egg_lamb_jacob, 雅各布羊（小羊）
animania:entity_egg_ewe_jacob, 雅各布羊（母羊）
animania:entity_egg_ram_jacob, 雅各布羊（公羊）
animania:entity_egg_buck_cottontail, 棉尾兔（雄兔）
animania:entity_egg_doe_cottontail, 棉尾兔（雌兔）
animania:entity_egg_kit_cottontail, 棉尾兔（小兔）
